id,title,description,link,image link,price,availability
product_c3026820-d9a0-15e8-2758-315dfa1021f0,Pear & Freesia Chunky Snap Bar,"<p>Our Pear &amp; Freesia fragrance features pear, combined with quince which introduces honey sweetness, and is surrounded with white freesia and wild climbing rose. Base notes of green, fresh and sour nuances of rhubarb along with warm and subtle aromas of patchouli, amber and white musk.</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and&nbsp;made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p><p>&nbsp;</p><p>Each section of your snap bar can be reused until its scent fades.&nbsp; Keep remaining sections of snap bar in an airtight container to keep them at their best.</p>",,1ec8bd_b6f85c7d2d45482aac6e42d211d9e765~mv2.png,2.5,TRUE
product_e471c485-acc5-3ccc-d867-e439fcc4d87f,Lavender & Chamomile Chunky Snap Bar,"<p>Our Lavender &amp; Chamomile scent offers a refreshing blend of eucalyptus and lavender with camphoraceous and lime top notes. &nbsp;A calming and relaxing fragrance which is perfect for the bedroom.</p><p>&nbsp;</p><p>Our chunky snap bars come in five sections, simply snap off a section and use in the same way as a wax melt.&nbsp;</p><p>&nbsp;</p><p>We use only the finest quality biodegradable wax which is suitable for a high fragrance load, to ensure great scent throw.&nbsp; Each section can be reused until the scent fades.</p><p>&nbsp;</p><p>Store remaining sections in an airtight container for best results.&nbsp;&nbsp;</p><p>&nbsp;</p><p>All of our products are 100% vegan and cruelty free.</p>",,1ec8bd_5977bae914af415eb17b40dab2da03f0~mv2.png,2.5,TRUE
product_a2e5f5ef-4831-39a2-73e3-c972fa3db0ca,"Lime, Basil & Mandarin Chunky Snap Bar","<p>*WARNING&nbsp; - THIS IS NOT A FOOD ITEM*</p><p>&nbsp;</p><p>The Lime, Basil &amp; Mandarin fragrance has notes of peppery basil and aromatic white thyme which brings an unexpected twist to the scent of limes on a Caribbean breeze. A contemporary and luxuriously clean scent.</p><p>&nbsp;</p><p>We use only the finest quality wax which is biodegradable and suitable for a high fragrance load, to ensure great scent throw.&nbsp; Each section can be reused until the scent fades.</p><p>&nbsp;</p><p>Store remaining sections in an airtight container for best results.</p><p>&nbsp;</p><p>Our entire range is 100% vegan and cruelty free.</p>",,1ec8bd_51d21eb399144e0481f81d182dc95012~mv2.jpg,2.5,TRUE
product_8786d8e9-e945-30bc-0c38-824bc42d1651,Fresh Linen Chunky Snap Bar,"<p>*WARNING&nbsp; - THIS IS NOT A FOOD ITEM*</p><p>&nbsp;</p><p>Our Fresh Linen fragrance is a beautifully clean scent, reminiscent of freshly laundered fluffy towels.&nbsp;</p><p>&nbsp;</p><p>Our chunky snap bars come in five sections, simply snap off a section and use in the same way as a wax melt.&nbsp; Each section can be used and reused until the scent fades.</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and&nbsp;made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p><p>&nbsp;</p>",,1ec8bd_51d21eb399144e0481f81d182dc95012~mv2.jpg,2.5,TRUE
product_45ff2d6d-575e-65df-8494-12e629321691,Chocolate Orange Chunky Snap Bar,"<p>*WARNING&nbsp; - THIS IS NOT A FOOD ITEM*</p><p>&nbsp;</p><p>Our Chocolate Orange fragrance has base notes of cocoa and a zesty burst of orange. &nbsp;A warming, sweet scent which is true to its name...just don't eat it!</p><p>&nbsp;</p><p>Our chunky snap bars come in five sections, simply snap off a section and use in the same way as a wax melt.</p><p>&nbsp;</p><p>Our entire range is 100% vegan and cruelty free and we use only the finest quality wax which is biodegradable and suitable for a high fragrance load.&nbsp; Each section can be reused until the scent fades.</p><p>&nbsp;</p><p>Store remaining sections in an airtight container for best results.</p>",,1ec8bd_51d21eb399144e0481f81d182dc95012~mv2.jpg,2.5,TRUE
product_96138be5-2937-2d29-15b9-f48ef2eb4dd3,Blackberry & Bay Chunky Snap Bar,"<p>Our Blackberry &amp; Bay fragrance features grapefruit, floral notes, vetiver, cedar, a burst of blackberry juice and bay leaf.</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.&nbsp;</p><p>&nbsp;</p><p>Our chunky snap bars come in five sections, simply snap off a section and use in the same way as a wax melt.&nbsp; Each section can be used and reused until the scent fades.</p>",,1ec8bd_5977bae914af415eb17b40dab2da03f0~mv2.png,2.5,TRUE
product_4acf0804-6221-a343-cab0-981c66538caf,Wax melt starter set ,"Our wax melt starter set is a ready to go complete kit including melt warmer, six unscented tea lights, two chunky snap bars, six extra large honeycomb melts and six heart melts. Fragrances can be requested by leaving a note on the order, otherwise they will be chosen for you and each set will include six different fragrances.",https://www.beehappyorders.com/product-page/wax-melt-starter-set,1ec8bd_356faf2cf2c5436bbc66a3935c414c45~mv2.jpg;1ec8bd_e4c9b7beb61a4263bcec6b081c5fee4e~mv2.jpg;1ec8bd_374fc9fdf45d4f819ff1cdc7058a59fd~mv2.png;1ec8bd_f36daa0e1be24b0eabbd39799db25ac3~mv2.png;1ec8bd_9f3c1222d5cc42b7bf504bd0aee8070e~mv2.jpg;1ec8bd_8a58e23504e44aca9b2d9cd6797e8cab~mv2.png;1ec8bd_ef14090f80f9497d88ecd29d59059d7a~mv2.jpg,20.0,TRUE
product_f629dd4c-0c7a-41e9-b4cd-7efe7d864a76,Beehive Candle (Set of 4),"<p>Bring a little cheer to your home fragrance regime with our quirky little beehive candle. Made with high quality biodegradable wax which is vegan and cruelty free, there is no sting in the tail of these little cuties.</p><p>&nbsp;</p><p>Please choose your colour below.</p><p>&nbsp;</p>",,1ec8bd_7a7c48f646e4482f8ed9b573bf20420a~mv2.jpg,8.0,TRUE
product_3ac2d5ed-5279-4836-c170-013be0dd6033,Amber Noir Chunky Snap Bar ,"<p>Our chunky snap bars come in five sections, simply snap off a section and use in the same way as a wax melt. Made from specialist high performance melt wax, and the highest quality fragrance oils, each section can be used and reused until the scent fades.</p><p>&nbsp;</p><p>Available in all of our fragrances.</p>",,1ec8bd_5977bae914af415eb17b40dab2da03f0~mv2.png,2.5,TRUE
product_3e24da69-04d2-0b53-4443-e7bc46c3fabf,Amber Noir Extra Large Honeycomb Melts (x3),"Our honeycomb wax melts come in sets of three.  Made from specialist high performance melt wax and the highest quality fragrance oils, all of which are vegan and cruelty free, the melts can be used and reused until the scent fades. Available in all of our fragrances.",,1ec8bd_9a3c4a24bddd42679d8d2c3f01b398bd~mv2.png;1ec8bd_c026bc86116d4981b8c8b1177aab710c~mv2.jpg,2.5,TRUE
product_a275a49a-6cf0-4e4b-0249-ee413de6651c,Wax Melt/Snap Bar Mystery Postal Box - including P&P,<p>Each mystery box contains six sets of melts or six snap bars from our standard size range.&nbsp; Fragrances will be chosen at random but boxes will include no more than one set of melts or snap bar in any one fragrance.&nbsp; Price includes P&amp;P - use code 'mystery21' at checkout.</p>,,1ec8bd_7c989105619445599443e7c3c3f4c250~mv2.jpeg;1ec8bd_696b8addd8fa4950bcec95c2f681fe3a~mv2.jpeg;1ec8bd_1331f841fd86464580c5e45ad06edd6c~mv2.jpeg,9.0,TRUE
product_29bcca97-af3e-5237-2614-70e599d71a78,Chocolate Orange Reed Diffuser,"*WARNING - THIS IS NOT A FOOD PRODUCT*
 
Our Chocolate Orange fragrance has base notes of cocoa and a zesty burst of orange.  A warming, sweet scent which is true to its name...just don't eat it!
 
Each diffuser comes with seven reeds and should last between 3-4 months depending on the temperature of your home and the regularity with which you turn your reeds.
 
All of our products are 100% vegan and cruelty free.

Content approximately 100g.",,1ec8bd_7d24258a0737444891f334aaae0278d2~mv2.jpeg;1ec8bd_379049532c9941e0b71a8a12512ff4fe~mv2.png,12.83,TRUE
product_deb0266d-d50f-e8b1-7243-7d7c7f9e482c,Vanilla hand poured wax melts (x5),"<p>Inspired by the classic French way of making ice cream using an egg-custard base, this fragrance initially exudes a strong and prominent smell associated with lemon cream and absolute blossom&nbsp;that is then enhanced by light undertones of raw vanilla and tonka bean followed by a delightful trace aftertaste of french vanilla and amber.</p><p>&nbsp;</p><p>We use only the finest quality biodegradable wax which can take a high fragrance oil load to give great scent throw.&nbsp; Each melt can be reused until the scent fades.&nbsp;</p><p>&nbsp;</p><p>Keep remaining melts in an airtight container for best results.</p><p>&nbsp;</p><p>Each pack will contain&nbsp;five assorted shapes (hearts, stars and seashells).</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and&nbsp;made with the finest quality soy wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p><p>&nbsp;</p><p>Each melt can be reused several times until the scent fades.&nbsp; Keep remaining melts in an airtight container to keep them at their best.</p>",,1ec8bd_dfd3c5f3135b4805b802eb319c4ae23f~mv2.jpeg,1.5,TRUE
product_a118d44f-b641-2af6-4397-a1e6e62741ef,"Lime, Basil & Mandarin hand poured wax melts (x5)","<p>The Lime, Basil &amp; Mandarin fragrance has notes of peppery basil and aromatic white thyme which brings an unexpected twist to the scent of limes on a Caribbean breeze. A contemporary and luxuriously clean scent.</p><p>&nbsp;</p><p>We use only the finest quality wax which is biodegradable and suitable for a high fragrance load, to ensure great scent throw.&nbsp; Each melt can be reused until the scent fades.</p><p>&nbsp;</p><p>Store remaining melts in an airtight container for best results.</p><p>&nbsp;</p><p>Our entire range is 100% vegan and cruelty free.</p><p>&nbsp;</p><p>&nbsp;Each pack will contain&nbsp;five assorted shapes (hearts, stars and seashells).</p><p>&nbsp;</p>",,1ec8bd_dfd3c5f3135b4805b802eb319c4ae23f~mv2.jpeg,1.5,TRUE
product_f624a27c-8e0f-870e-f103-6d74c04c37ee,Lavender & Chamomile hand poured wax melts (x5),"<p>Our Lavender &amp; Chamomile scent offers a refreshing blend of eucalyptus and lavender with camphoraceous and lime top notes. &nbsp;A calming and relaxing fragrance which is perfect for the bedroom.</p><p>&nbsp;</p><p>Each pack will contain&nbsp;five assorted shapes (hearts, stars and seashells).</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and&nbsp;made with the finest quality soy wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p><p>&nbsp;</p><p>Each melt can be reused several times until the scent fades.&nbsp; Keep remaining melts in an airtight container to keep them at their best.</p>",,1ec8bd_dfd3c5f3135b4805b802eb319c4ae23f~mv2.jpeg,1.5,TRUE
product_d0f7a424-3e7d-2b16-89b6-9efb07cabbca,Fig & Cassis hand poured wax melts (x5),"<p>Our Fig &amp; Cassis scent top notes are cassis, cherry, grass and fig; middle notes are hyacinth, cyclamen, jasmine and pine tree; base notes are patchouli, cedar, amber and musk. A classic high quality fragrance.</p><p>&nbsp;</p><p>Each pack will contain&nbsp;five assorted shapes (hearts, stars and seashells).</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and&nbsp;made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p><p>&nbsp;</p><p>Each melt can be reused several times until the scent fades.&nbsp; Keep remaining melts in an airtight container to keep them at their best.</p>",,1ec8bd_dfd3c5f3135b4805b802eb319c4ae23f~mv2.jpeg,1.5,TRUE
product_3948c039-0878-736c-d39f-625335cd0b01,Chocolate Orange hand poured wax melts (x5),"<p>*WARNING - THIS IS NOT A FOOD PRODUCT*</p><p>&nbsp;</p><p>Our Chocolate Orange fragrance has base notes of cocoa and a zesty burst of orange. &nbsp;A warming, sweet scent which is true to its name...just don't eat it!</p><p>&nbsp;</p><p>Our entire range is 100% vegan and cruelty free and we use only the finest quality wax which is biodegradable and suitable for a high fragrance load.&nbsp; Each section can be reused until the scent fades.</p><p>&nbsp;</p><p>Store remaining sections in an airtight container for best results.</p>",,1ec8bd_dfd3c5f3135b4805b802eb319c4ae23f~mv2.jpeg,1.5,TRUE
product_03eb3e33-9fdd-f990-f7e6-04c3d04078d2,Baby Powder hand poured wax melts (x5),"<p>Our Baby Powder fragrance has a sweet, clean, soothing scent which is true to its name.</p><p>&nbsp;</p><p>Our entire range is 100% vegan and cruelty free and we use only the finest quality wax which is biodegradable and suitable for a high fragrance load, to ensure great scent throw.&nbsp; Each melt can be reused until the scent fades.</p><p>&nbsp;</p><p>Store remaining melts in an airtight container for best results.</p><p>&nbsp;</p><p>Each pack will contain&nbsp;five assorted shapes (hearts, stars and seashells).</p>",,1ec8bd_dfd3c5f3135b4805b802eb319c4ae23f~mv2.jpeg,1.5,TRUE
product_0e64848c-edc6-40d5-5781-78586b293d93,Vanilla hand poured snap bar (x1),"<p>Inspired by the classic French way of making ice cream using an egg-custard base, this fragrance initially exudes a strong and prominent smell associated with lemon cream and absolute blossom&nbsp;that is then enhanced by light undertones of raw vanilla and tonka bean followed by a delightful trace aftertaste of french vanilla and amber.</p><p>&nbsp;</p><p>We use only the finest quality biodegradable wax which can take a high fragrance oil load to give great scent throw.&nbsp; Each section can be reused until the scent fades.&nbsp;</p><p>&nbsp;</p><p>Keep remaining sections in an airtight container for best results.</p>",,1ec8bd_a9d81ff7b3844c34955784edd634a598~mv2.jpeg,1.5,TRUE
product_615538f4-e55e-10bc-9fe5-9ae966dfdb98,Chocolate Orange hand poured snap bar (x1),"<p>*WARNING - THIS IS NOT A FOOD PRODUCT*</p><p>&nbsp;</p><p>Our Chocolate Orange fragrance has base notes of cocoa and a zesty burst of orange. &nbsp;A warming, sweet scent which is true to its name...just don't eat it!</p><p>&nbsp;</p><p>Our entire range is 100% vegan and cruelty free and we use only the finest quality wax which is biodegradable and suitable for a high fragrance load.&nbsp; Each section can be reused until the scent fades.</p><p>&nbsp;</p><p>Store remaining sections in an airtight container for best results.</p><p>&nbsp;</p><p>&nbsp;</p>",,1ec8bd_a9d81ff7b3844c34955784edd634a598~mv2.jpeg,1.5,TRUE
product_2cd5ad88-b6a3-2e3f-8a91-8eedd007eaa7,"Lime, Basil & Mandarin hand poured snap bar (x1)","<p>The Lime, Basil &amp; Mandarin fragrance has notes of peppery basil and aromatic white thyme which brings an unexpected twist to the scent of limes on a Caribbean breeze. A contemporary and luxuriously clean scent.</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.&nbsp;</p><p>&nbsp;</p><p>Each section of your snap bar can be reused until its scent fades.&nbsp; Keep remaining sections of snap bar in an airtight container to keep them at their best.</p>",,1ec8bd_a9d81ff7b3844c34955784edd634a598~mv2.jpeg,1.5,TRUE
product_c7656795-0f5a-418a-273f-e9c383f1904c,Lavender & Chamomile hand poured snap bar (x1),"<p>Our Lavender &amp; Chamomile scent offers a refreshing blend of eucalyptus and lavender with camphoraceous and lime top notes. &nbsp;A calming and relaxing fragrance which is perfect for the bedroom.</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and made with the finest quality&nbsp;wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p><p>&nbsp;</p><p>Each section of your snap bar can be reused until its scent fades.&nbsp; Keep remaining sections of snap bar in an airtight container to keep them at their best.</p>",,1ec8bd_a9d81ff7b3844c34955784edd634a598~mv2.jpeg,1.5,TRUE
product_be990b87-2fc6-c331-5a0b-9a96a8661d41,Fig & Cassis hand poured snap bar (x1),"<p>Our Fig &amp; Cassis scent top notes are cassis, cherry, grass and fig; middle notes are hyacinth, cyclamen, jasmine and pine tree; base notes are patchouli, cedar, amber and musk. A classic high quality fragrance.</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p><p>&nbsp;</p><p>Each section of your snap bar can be reused until its scent fades.&nbsp; Keep remaining sections of snap bar in an airtight container to keep them at their best.</p>",,1ec8bd_a9d81ff7b3844c34955784edd634a598~mv2.jpeg,1.5,TRUE
product_1c57eec9-7d0a-b407-312d-819e9efee45f,Baby Powder hand poured snap bar (x1),"<p>Our Baby Powder fragrance has a sweet, clean, soothing scent which is true to its name.</p><p>&nbsp;</p><p>Our entire range is 100% vegan and cruelty free and we use only the finest quality wax which is biodegradable and suitable for a high fragrance load, to ensure great scent throw.&nbsp; Each section can be reused until the scent fades.</p><p>&nbsp;</p><p>Store remainingsections in an airtight container for best results.</p>",,1ec8bd_a9d81ff7b3844c34955784edd634a598~mv2.jpeg,1.5,TRUE
product_3f18167b-350b-84ee-c8fa-a4302b469044,Vanilla Reed Diffuser,"Inspired by the classic French way of making ice cream using an egg-custard base, this fragrance initially exudes a strong and prominent smell associated with lemon cream and absolute blossom that is then enhanced by light undertones of raw vanilla and tonka bean followed by a delightful trace aftertaste of french vanilla and amber.
 
Each diffuser comes with seven reeds and should last between 3-4 months depending on the temperature of your home and the regularity with which you turn your reeds.
 
Our entire range is 100% vegan and cruelty free.

Approximate content 100g.",,1ec8bd_696e769ed37045e2850f8a0060bfae65~mv2.jpeg;1ec8bd_21f790c18e7344faadc8818bfa964832~mv2.png,12.83,TRUE
product_c12a7135-a3e0-02bd-99b4-c8516ed08dd8,"Lime, Basil & Mandarin Reed Diffuser","The Lime, Basil &amp; Mandarin fragrance has notes of peppery basil and aromatic white thyme which brings an unexpected twist to the scent of limes on a Caribbean breeze. A contemporary and luxuriously clean scent. Each diffuser comes with seven reeds and should last between 3-4 months depending on the temperature of your home and the regularity with which you turn your reeds. All our products are 100% vegan and cruelty free.Approximate content 100g.",,1ec8bd_914471327f574538966b833656247980~mv2.jpeg;1ec8bd_baf74ae57e2f4482b47d39ebf9198904~mv2.png,12.83,TRUE
product_67f0b445-d9e3-7b98-e99a-9e9d3c192dba,Lavender & Chamomile Reed Diffuser,"Our Lavender &amp; Chamomile scent offers a refreshing blend of eucalyptus and lavender with camphoraceous and lime top notes.  A calming and relaxing fragrance which is perfect for the bedroom.
 
Each diffuser comes with seven reeds and should last between 3-4 months depending on the temperature of your home and the regularity with which you turn your reeds.
 
All of our products are 100% vegan and cruelty free.

Approximate content 100g.",,1ec8bd_887f7ba7a1114c7ba461b946c480e9b7~mv2.png;1ec8bd_3a587abe45d441319dfb078e69ca05f6~mv2.jpeg;1ec8bd_09fc92e6df424ba58d9c4ec51d182250~mv2.png,12.83,TRUE
product_8c5f27e2-e10e-0f00-ec5a-009e8cb57aae,Fig & Cassis Reed Diffuser,"Our Fig &amp; Cassis scent top notes are cassis, cherry, grass and fig; middle notes are hyacinth, cyclamen, jasmine and pine tree; base notes are patchouli, cedar, amber and musk. A classic high quality fragrance. Each diffuser comes with seven reeds and should last between 3-4 months depending on the temperature of your home and the regularity with which you turn your reeds. All of our products are 100% vegan and cruelty free.Approximate content 100g.",,1ec8bd_bdbe0bdaa6ba420991a569657a2ca44b~mv2.jpeg;1ec8bd_9fa140b6e6e34de1a64fe8e6b404c7c1~mv2.png,12.83,TRUE
product_6d08e0c3-aece-0071-a6e3-8983ef9cc350,Baby Powder Reed Diffuser,"Our Baby Powder fragrance has a sweet, clean, soothing scent which is true to its name.
 
Each diffuser comes with seven reeds and should last 3-4 months depending on room temperature and how often the reeds are turned.
 
Our entire range is 100% vegan and cruelty free.

Approximate content 100g.",,1ec8bd_15258aedef53421aad129a7122d8f1ec~mv2.jpeg;1ec8bd_faf9341dc8ac4cd4afb78062eeb5aca6~mv2.png,12.83,TRUE
product_d5ab5731-2ead-eb54-301f-5c09f44bd667,Amber Noir Reed Diffuser,Enhance your home fragrance regime with our luxury reed diffuser.  Available in all of our fragrances and comes with seven reeds.  Each diffuser should last between 3-4 months depending on the temperature of your home and the regularity with which you turn your reeds.Approximate content 100g.,,1ec8bd_3406340832ea4ec5ad5a01acc3ee57a4~mv2.jpeg;1ec8bd_eb77bb1f3d6a43168a182827e8f35e01~mv2.png,12.83,TRUE
product_bfa33261-3c17-962f-66b0-bdd4080d378f,Vanilla three wick hand poured candle,"Inspired by the classic French way of making ice cream using an egg-custard base, this fragrance initially exudes a strong and prominent smell associated with lemon cream and absolute blossom that is then enhanced by light undertones of raw vanilla and tonka bean followed by a delightful trace aftertaste of french vanilla and amber.
 
We use only the finest quality biodegradable wax which can take a high fragrance oil load to give great scent throw.  
 
Presented in a large glass candle bowl our three wick candle is a showstopper.  
 
Please note these candles are made to order and therefore should be left to fully cure for 1-2 weeks following delivery to ensure longevity and proper scent throw.

Approximate candle content 500g.",,1ec8bd_db578bfdf9144440825003789e53eabc~mv2.jpg,16.9,TRUE
product_bb443dac-2ede-3d62-786d-7f66a9e2589c,"Lime, Basil & Mandarin three wick hand poured candle","The Lime, Basil &amp; Mandarin fragrance has notes of peppery basil and aromatic white thyme which brings an unexpected twist to the scent of limes on a Caribbean breeze. A contemporary and luxuriously clean scent.
 
Presented in a large glass candle bowl our three wick candle is a showstopper. 
 
We use only the finest quality wax which is biodegradable and suitable for a high fragrance load, to ensure great scent throw.
 
Please note that these candles are made to order and should therefore be left to fully cure for 1-2 weeks following delivery to ensure proper scent throw.

Approximate candle content 500g.",,1ec8bd_494fbd90b6ab460e894d940c1322dd60~mv2.jpg,16.9,TRUE
product_16ec7f88-c1fe-61cc-b576-890b12d25cc4,Lavender & Chamomile three wick hand poured candle,"Our Lavender &amp; Chamomile scent offers a refreshing blend of eucalyptus and lavender with camphoraceous and lime top notes.  A calming and relaxing fragrance which is perfect for the bedroom.
 
Presented in a large glass candle bowl our three wick candle is a showstopper.  
 
We use only the finest quality wax which is biodegradable and suitable for a high fragrance load to ensure great scent throw.  All of our products are 100% vegan and cruelty free.
 
Please note that these candles are made to order and as such should be left to fully cure for 1-2 weeks following delivery to ensure proper scent throw.

Approximate candle content 500g.",,1ec8bd_fc86689d44434cfbbffbe186cd6728a6~mv2.jpg,16.9,TRUE
product_be45e94d-973d-459f-2888-c852d4871b35,Fig & Cassis three wick hand poured candle,"Our Fig &amp; Cassis scent top notes are cassis, cherry, grass and fig; middle notes are hyacinth, cyclamen, jasmine and pine tree; base notes are patchouli, cedar, amber and musk. A classic high quality fragrance.
 
Presented in a large glass candle bowl, our three wick candle is a showstopper. 
 
We use only the highest quality wax which is biodegradable and suitable for a high fragrance load, to ensure great scent throw. 
 
All of our products are 100% vegan and cruelty free.
 
Please note that these candles are made to order and as such should be left to fully cure for 1-2 weeks following delivery to ensure proper scent throw.

Approximate candle content 500g.",,1ec8bd_74efb2d684774cf3b21c52619cf848f2~mv2.jpg,16.9,TRUE
product_55f8e550-3069-54c0-30b9-9eacdfd5f44e,Chocolate Orange three wick hand poured candle,"*WARNING - THIS IS NOT A FOOD PRODUCT*
 
Our Chocolate Orange fragrance has base notes of cocoa and a zesty burst of orange.  A warming, sweet scent which is true to its name...just don't eat it!
 
Presented in a large glass candle bowl, our three wick candle is a showstopper.  
 
Our entire range is 100% vegan and cruelty free and we use only the finest quality wax which is biodegradable and suitable for a high fragrance load.  Each section can be reused until the scent fades.
 
Please note that these candles are made to order and as such should be left to fully cure for 1-2 weeks following delivery to ensure proper scent throw.

Approximate candle content 500g.",,1ec8bd_fd63b012528b420d9760a1e8cfba11dd~mv2.jpg,16.9,TRUE
product_8742b38c-e9af-7451-0e38-4ebb0ac0515f,Baby Powder three wick hand poured candle,"Our Baby Powder fragrance has a sweet, clean, soothing scent which is true to its name.
 
Presented in a large glass candle bowl, our three wick candle is a showstopper.  
 
Our entire range is 100% vegan and cruelty free and we use only the finest quality wax which is biodegradable and suitable for a high fragrance load, to ensure great scent throw. 
 
Please note that these candles are made to order and should therefore be left to fully cure for 1-2 weeks following delivery to ensure proper scent throw.

Approximate candle content 500g.",,1ec8bd_384a547b3f2e42aea384f416c431ba4f~mv2.jpg,16.9,TRUE
product_d8d35214-abae-5418-bd5b-3256e6a6d0da,Amber Noir three wick hand poured candle,"Presented in a large glass candle bowl, our three wick candle is a showstopper.  Available in all of our fragrances and, as with all of our range, 100% vegan and cruelty free.
 
Please note that these candles are made to order and as such should be left to fully cure for 1-2 weeks following delivery to ensure proper scent throw.

Approximate candle content 500g.",,1ec8bd_3348e368a8144ab6a097bf70bf393198~mv2.jpg,16.9,TRUE
product_fe38a057-7044-a400-85f6-b2e87da2a8aa,Unscented tea lights (x12),"<p>Perfect with our wax melt burners, our tea lights are 100% vegan and cruelty free.&nbsp; Made from biodegradable specialist tea light wax and presented in aluminium cases and recyclable cardboard packaging, they are also more eco friendly than the majority of 'bulk buy' tea light candles on the market.</p><p>&nbsp;</p><p>Each tealight should burn for 3/4 hours when candle care advice is followed.</p><p>&nbsp;</p>",,1ec8bd_5e493a9df2b34b1987564441d35e4757~mv2.jpg;1ec8bd_cdce83a867c14a39a8dba3506120c12d~mv2.jpg,6.0,TRUE
product_f2e132bc-ca3c-afc5-be8a-2f38f1a52040,Hamper Giftwrapping,"<p>Turn your order into a hamper!</p><p>&nbsp;</p><p>Each hamper will be presented in a large gold and red premium, glossy card, snowflake hamper tray.&nbsp; Wrapped with biodegradable and compostable cellophane and finished with a large gold ribbon bow.&nbsp; Gift tags are available with your choice of message for postage direct to the recipient.</p><p>&nbsp;</p><p>Hamper giftwrapping is available on any order (tray measurements one size:&nbsp;35cm x 24cm x 8cm).&nbsp; Please note that for postal delivery the hamper cellophane will be wrapped flat with the bow stuck on the top to avoid damage and during transit.</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>",,1ec8bd_370516c3939d491fa54c32083f772636~mv2.jpeg,5.0,FALSE
product_4c034e8f-c57f-0781-919c-e1fc44b8b007,Bowl wax melt burner (white),"<p>This simple wax burner is perfect for use with our wax melt range.&nbsp; Just pop a tealight inside, light it and wait for your wax to melt and the room to fill with your chosen scent.</p><p>&nbsp;</p><p>Wax melts/snap bars not included.</p><p>&nbsp;</p><p>Also available as part of&nbsp;our burner and melt&nbsp;bundle.</p>",,1ec8bd_4f9934493b994aab854b59c08d922e71~mv2.jpg,7.99,TRUE
product_008137cb-420d-144d-027d-80f6d21e19b5,Owl wax melt burner (black),"<p>Our lovely little owl wax melt burner is perfect for use with our wax melt range.&nbsp; Just pop a tealight inside, light it and wait for your wax to melt and fill the room with your chosen scent.</p><p>&nbsp;</p><p>Wax melts/snap bars not included.</p><p>&nbsp;</p><p>Also available in white and as part of our burner and melts bundle.</p>",,1ec8bd_5e08e40862464ee0900dfedc7d123447~mv2.jpg,7.0,TRUE
product_0e515074-4a9f-86df-93a3-f3fec83a8e51,Owl wax melt burner (white),"<p>Our lovely little owl wax melt burner has a deep bowl which is perfect for use with our wax melt range.&nbsp; Just pop a tealight candle inside, light it and wait for your wax to melt, filling the room with your chosen scent.</p><p>&nbsp;</p><p>Wax melts/snap bars not included.</p><p>&nbsp;</p><p>Also available in black and as part of our burner and melt bundle.</p>",,1ec8bd_9171f9a181994fd39e42ea0be70cc3a0~mv2.jpg;1ec8bd_568a85405099404d842c9e3758b20895~mv2.jpg,7.0,TRUE
product_5e49c52f-0f94-fd2a-c149-b54f56e21473,Tinned Candle Bundle,Three 20cl candles of your choice.  Please enter fragrance choices in the section below.,https://www.beehappyorders.com/product-page/three-20cl-bundle,1ec8bd_22872c304c304020a34da1b0a0640a4c~mv2.jpeg,19.0,TRUE
product_7f2f4965-c3e0-68c1-771b-b2537fdea441,Fig & Cassis hand poured tinned candle,"Our Wild Fig &amp; Cassis scent top notes are cassis, cherry, grass and fig; middle notes are hyacinth, cyclamen, jasmine and pine tree; base notes are patchouli, cedar, amber and musk.   A classic high quality fragrance. 
 
Comes in its own tin with lid to keep your candle at its best for longer and protect it from dust.
 
Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.

Approximate candle content 200g",,1ec8bd_b9e5690cde004847ac40292c2cb472a1~mv2.png,7.0,TRUE
